Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,40.0,40.099998474121094,39.75,39.95000076293945,39.1356201171875,36262120
2023-01-04,39.95000076293945,40.099998474121094,39.95000076293945,39.95000076293945,39.1356201171875,18722709
2023-01-05,40.099998474121094,40.349998474121094,40.0,40.25,39.42950439453125,25031162
2023-01-06,40.20000076293945,40.79999923706055,40.150001525878906,40.75,39.9193115234375,20440501
2023-01-09,41.150001525878906,42.0,41.150001525878906,42.0,41.143829345703125,49821974
2023-01-10,41.95000076293945,41.95000076293945,41.400001525878906,41.70000076293945,40.849945068359375,21260377
2023-01-11,41.599998474121094,41.70000076293945,41.400001525878906,41.400001525878906,40.556060791015625,15922470
2023-01-12,41.70000076293945,41.900001525878906,41.599998474121094,41.70000076293945,40.849945068359375,17638695
2023-01-13,41.849998474121094,42.29999923706055,41.75,41.79999923706055,40.947906494140625,25102239
2023-01-16,42.0,42.099998474121094,41.70000076293945,41.75,40.89892578125,24124139
2023-01-17,41.79999923706055,42.099998474121094,41.599998474121094,42.0,41.143829345703125,28387180
2023-01-30,42.95000076293945,43.150001525878906,42.20000076293945,42.70000076293945,41.829559326171875,45077920
2023-01-31,42.70000076293945,42.79999923706055,42.45000076293945,42.54999923706055,41.6826171875,33914616
2023-02-01,42.79999923706055,43.0,42.650001525878906,43.0,42.123443603515625,27631578
2023-02-02,43.45000076293945,44.29999923706055,43.400001525878906,44.04999923706055,43.15203857421875,46116655
2023-02-03,44.20000076293945,44.20000076293945,43.25,43.29999923706055,42.417327880859375,25806690
2023-02-06,43.150001525878906,43.20000076293945,42.599998474121094,42.650001525878906,41.78057861328125,23712390
2023-02-07,42.900001525878906,43.20000076293945,42.70000076293945,42.79999923706055,41.927520751953125,14828772
2023-02-08,42.900001525878906,43.0,42.70000076293945,42.849998474121094,41.97650146484375,12564973
2023-02-09,42.54999923706055,42.79999923706055,42.5,42.599998474121094,41.731597900390625,11112472
2023-02-10,42.5,42.79999923706055,42.349998474121094,42.650001525878906,41.78057861328125,13818734
2023-02-13,42.54999923706055,42.95000076293945,42.25,42.900001525878906,42.025482177734375,11543802
2023-02-14,43.20000076293945,43.75,42.95000076293945,43.599998474121094,42.711212158203125,21471857
2023-02-15,43.54999923706055,43.70000076293945,42.79999923706055,42.95000076293945,42.074462890625,23632490
2023-02-16,43.099998474121094,43.25,42.849998474121094,43.04999923706055,42.17242431640625,13182991
2023-02-17,43.400001525878906,44.04999923706055,43.349998474121094,44.0,43.103057861328125,32921863
2023-02-20,44.0,44.5,44.0,44.45000076293945,43.543888092041016,29828106
2023-02-21,44.25,44.25,43.54999923706055,43.849998474121094,42.95611572265625,18862394
2023-02-22,43.45000076293945,43.5,43.150001525878906,43.349998474121094,42.46630859375,18059708
2023-02-23,43.25,43.54999923706055,43.20000076293945,43.29999923706055,42.417327880859375,18150375
2023-02-24,43.29999923706055,43.599998474121094,43.20000076293945,43.45000076293945,42.56427001953125,22078754
2023-03-01,43.349998474121094,43.54999923706055,42.599998474121094,42.75,41.8785400390625,33761315
2023-03-02,43.20000076293945,43.20000076293945,42.599998474121094,43.0,42.123443603515625,11518689
2023-03-03,43.0,43.20000076293945,42.900001525878906,42.900001525878906,42.025482177734375,10256714
2023-03-06,43.29999923706055,43.75,43.20000076293945,43.599998474121094,42.711212158203125,18232571
2023-03-07,43.70000076293945,43.849998474121094,43.5,43.75,42.858154296875,13610621
2023-03-08,43.400001525878906,43.75,43.29999923706055,43.75,42.858154296875,13887937
2023-03-09,43.70000076293945,43.75,43.54999923706055,43.650001525878906,42.760196685791016,17501952
2023-03-10,43.150001525878906,43.150001525878906,42.599998474121094,42.70000076293945,41.829559326171875,36595335
2023-03-13,42.29999923706055,42.400001525878906,42.0,42.29999923706055,41.437713623046875,24359425
2023-03-14,41.849998474121094,41.849998474121094,41.5,41.54999923706055,40.7030029296875,32604644
2023-03-15,41.70000076293945,42.0,41.5,41.5,40.654022216796875,16185684
2023-03-16,40.95000076293945,41.0,40.5,40.5,39.674407958984375,37748248
2023-03-17,40.75,41.20000076293945,40.75,41.0,40.164215087890625,30425180
2023-03-20,40.79999923706055,40.79999923706055,40.0,40.20000076293945,39.380523681640625,37427141
2023-03-21,40.5,41.150001525878906,40.400001525878906,40.75,39.9193115234375,19744663
2023-03-22,41.04999923706055,41.45000076293945,41.0,41.349998474121094,40.507076263427734,28583722
2023-03-23,41.20000076293945,41.54999923706055,40.900001525878906,41.54999923706055,40.7030029296875,20207579
2023-03-24,41.599998474121094,41.599998474121094,41.20000076293945,41.29999923706055,40.458099365234375,16359955
2023-03-27,41.25,41.5,41.04999923706055,41.349998474121094,40.507076263427734,13583611
2023-03-28,41.54999923706055,41.79999923706055,41.5,41.54999923706055,40.7030029296875,9414909
2023-03-29,41.54999923706055,41.849998474121094,41.400001525878906,41.849998474121094,40.996883392333984,11857019
2023-03-30,41.849998474121094,41.900001525878906,41.5,41.599998474121094,40.75197982788086,13384923
2023-03-31,41.75,41.95000076293945,41.599998474121094,41.79999923706055,40.947906494140625,19031565
2023-04-06,42.0,42.0,41.5,42.0,41.143829345703125,16337101
2023-04-07,42.099998474121094,42.400001525878906,42.0,42.25,41.38873291015625,17275200
2023-04-10,42.400001525878906,42.650001525878906,42.400001525878906,42.54999923706055,41.6826171875,10745497
2023-04-11,42.599998474121094,42.650001525878906,42.349998474121094,42.650001525878906,41.78057861328125,13788419
2023-04-12,42.75,42.95000076293945,42.70000076293945,42.95000076293945,42.074462890625,12966061
2023-04-13,42.849998474121094,42.849998474121094,42.5,42.599998474121094,41.731597900390625,16429265
2023-04-14,42.650001525878906,43.20000076293945,42.54999923706055,43.150001525878906,42.2703857421875,17304460
2023-04-17,43.20000076293945,43.20000076293945,43.0,43.20000076293945,42.319366455078125,9823221
2023-04-18,43.150001525878906,43.29999923706055,42.75,43.099998474121094,42.221405029296875,10519946
2023-04-19,43.099998474121094,43.20000076293945,42.650001525878906,42.75,41.8785400390625,11476745
2023-04-20,42.650001525878906,42.95000076293945,42.54999923706055,42.95000076293945,42.074462890625,9960746
2023-04-21,43.0,43.0,42.349998474121094,42.70000076293945,41.829559326171875,12319165
2023-04-24,42.70000076293945,42.70000076293945,42.400001525878906,42.650001525878906,41.78057861328125,6130617
2023-04-25,42.70000076293945,43.0,42.5,42.599998474121094,41.731597900390625,12719409
2023-04-26,42.599998474121094,42.75,42.0,42.349998474121094,41.4866943359375,15893174
2023-04-27,42.150001525878906,42.45000076293945,42.0,42.25,41.38873291015625,12118445
2023-04-28,42.04999923706055,42.75,42.0,42.45000076293945,41.58465576171875,18216849
2023-05-02,42.45000076293945,42.5,41.900001525878906,42.5,41.633636474609375,16420228
